sku,name,category_id,category_name,stock,b2b_price,site_price_est,sales_count,oem,has_image,image_count,path,source_id
ARF 24/24 D/P,ARFESAN 24/24 D/P DİSK TİPİ İMDATLI KÖRÜK,fren-korugu,Fren Körüğü,111,4250.0,5610.0,0.0,23.624.24.22,True,1,/arfesan-24-24-d-p-disk-tipi-imdatli-koruk-p30384,30384
ARF 20/24 D/P,ARFESAN 20/24 D/P DİSK TİPİ İMDATLI KÖRÜK,fren-korugu,Fren Körüğü,223,4250.0,5610.0,0.0,30.620.24.09 - 30.620.24.08 - 23.620.24.42,False,0,/arfesan-20-24-d-p-disk-tipi-imdatli-koruk-p30383,30383
ARF 16/24 D/P - L,ARFESAN 16/24 D/P DİSK TİPİ İMDATLI KÖRÜK SOL,fren-korugu,Fren Körüğü,97,4250.0,5610.0,0.0,23.616.24.62,False,0,/arfesan-16-24-d-p-disk-tipi-imdatli-koruk-sol-p30382,30382
ARF 20 SFK D - L,ARFESAN 20 LİK SFK DiSK FREN KÖRÜĞÜ SOL,fren-korugu,Fren Körüğü,36,1500.0,1980.0,0.0,01.120.00.92,False,0,/arfesan-20-lik-sfk-disk-fren-korugu-sol-p30375,30375
ARF 24 SFK D - R,ARFESAN 24 LÜK SFK DiSK FREN KÖRÜĞÜ SAĞ,fren-korugu,Fren Körüğü,73,1500.0,1980.0,2.0,01.124.00.07,True,1,/arfesan-24-luk-sfk-disk-fren-korugu-sag-p30374,30374
EF-4410323970,ABS SENSÖRÜ DÜZ ARKA SOL YENİ MODEL ACTROS AROX EURO6,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,24,675.0,891.0,0.0,0075422118,True,1,/abs-sensoru-duz-arka-sol-yeni-model-actros-arox-euro6-p30371,30371
EF-4410323960,ABS SENSÖRÜ DÜZ ARKA SAĞ YENİ MODEL ACTROS AROX EURO6,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,19,675.0,891.0,0.0,0075422018,True,1,/abs-sensoru-duz-arka-sag-yeni-model-actros-arox-euro6-p30370,30370
EF-4410325730,ABS SENSÖRÜ DÜZ 100 CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,219,490.0,646.8,0.0,,True,1,/abs-sensoru-duz-100-cm-p30369,30369
EF-4410328480,SENSÖR L 200 CM KAMPANA,fren-kampanasi,Fren Kampanası,37,580.0,765.6,0.0,,True,1,/sensor-l-200-cm-kampana-p30368,30368
EF-4497120400,ABS UZATMA KABLOSU E.M 4MT,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,35,550.0,726.0,0.0,4497120380,True,1,/abs-uzatma-kablosu-e-m-4mt-p30367,30367
ESP.16.14.01,14 TON PORYA,porya,Porya,1,5980.0,7893.6,0.0,03.272.62.27.0 - 03.272.62.19.0 - 03.272.62.20.0,True,1,/14-ton-porya-p30338,30338
ESP.08.11,DİSKLİ ÖN PORYA,porya,Porya,2,6440.0,8500.8,0.0,DC461106 (YENİ ÜRÜN),True,1,/diskli-on-porya-p30321,30321
PWR-K006,MAN - MERCEDES 18 LİK BALATA (K623),fren-balatasi,Fren Balatası,150,913.75,1206.15,3.0,19487,True,1,/man-mercedes-18-lik-balata-k623-p29936,29936
PWR-K005,FORD CARGO 2520-2621 20 EN BALATA (K878/20),fren-balatasi,Fren Balatası,161,1027.7,1356.56,0.0,19921,True,1,/ford-cargo-2520-2621-20-en-balata-k878-20-p29935,29935
PWR-K004,MAN - MERCEDES 22 LİK BALATA (K6268),fren-balatasi,Fren Balatası,226,1055.22,1392.89,0.0,19488,True,1,/man-mercedes-22-lik-balata-k6268-p29934,29934
PWR-K003,FREN BALATASI 20 EN (K880),fren-balatasi,Fren Balatası,82,943.635,1245.6,0.0,19071 - 19939,True,1,/fren-balatasi-20-en-k880-p29933,29933
PWR-K002,BPW DORSE KAMPANA BALATASI (K689),fren-balatasi,Fren Balatası,183,985.6675,1301.08,0.0,19032,True,1,/bpw-dorse-kampana-balatasi-k689-p29924,29924
PWR-K001,BPW DORSE BALATASI KAMPANA (K687),fren-balatasi,Fren Balatası,144,1027.7,1356.56,0.0,19094,True,1,/bpw-dorse-balatasi-kampana-k687-p29922,29922
427003.S,GİGANT KRONE DORSE PİSTONSUZ -,suspansiyon-korugu,Süspansiyon Körüğü,50,1815.0,2395.8,0.0,"515069174S , 09377003S",False,0,/gigant-krone-dorse-pistonsuz-p29872,29872
427003.KP,GİGANT KRONE DORSE PLASTİK PİSTONLU -,suspansiyon-korugu,Süspansiyon Körüğü,19,2420.0,3194.4,0.0,"515069174 , 09377003",True,1,/gigant-krone-dorse-plastik-pistonlu-p29871,29871
425832.CP,FORD F-MAX CEKİCİ PLASTİK PİSTONLU,suspansiyon-korugu,Süspansiyon Körüğü,66,2420.0,3194.4,0.0,,False,0,/ford-f-max-cekici-plastik-pistonlu-p29753,29753
ESP.30.04,SERTEL DİSKLİ PORYA 200 MM BOY,porya,Porya,3,4715.0,6223.8,0.0,,False,0,/sertel-diskli-porya-200-mm-boy-p29670,29670
ESP.30.03,SERTEL DİSKLİ PORYA BOY 192 BOY,porya,Porya,1,4485.0,5920.2,0.0,,False,0,/sertel-diskli-porya-boy-192-boy-p29669,29669
ESP.08.16,FORD F-MAX DİSKLİ DİFERANSİYEL PORYA DC461106-AF (YENİ ÜRÜN),porya,Porya,1,6095.0,8045.4,0.0,DC461106AF,True,1,/ford-f-max-diskli-diferansiyel-porya-dc461106-af-yeni-urun-p29637,29637
EYD 92 07,AYDIN DİNGİL SOMUNU,bijon,Bijon,36,350.0,462.0,0.0,,False,0,/aydin-dingil-somunu-p29620,29620
EYD 92 06,MUSTAFA CEYLAN DİNGİL SOMUNU,bijon,Bijon,35,350.0,462.0,0.0,,False,0,/mustafa-ceylan-dingil-somunu-p29619,29619
ESP.04.05,Porya,porya,Porya,3,8510.0,11233.2,0.0,"1391617, 1388906, 1818003, 2019853, 2120485",True,1,/porya-p29601,29601
8125-1,16/24 D/P İMD.FREN KÖRÜĞÜ UZUN 64 CM,fren-korugu,Fren Körüğü,60,2860.0,3775.2,0.0,8682644620312,True,1,/16-24-d-p-imd-fren-korugu-uzun-64-cm-p29244,29244
ESP.08.13,FORD CARGO F-MAX DİSKLİ ÇEKİCİ PORYA,porya,Porya,2,7475.0,9867.0,0.0,"DC461106-AB, FC461116A",True,1,/ford-cargo-f-max-diskli-cekici-porya-p29220,29220
03.7100.300.031.00,PABUÇ - BP Y.M.ÇENELİ 360/200 - SAÇ MAKARASIZ,fren-pabucu,Fren Pabucu,144,805.0,1062.6,0.0,05.091.19.34.0,True,2,/pabuc-bp-y-m-ceneli-360-200-sac-makarasiz-p29219,29219
ESP.16.12.08,PORYA,porya,Porya,1,4600.0,6072.0,0.0,0327243120,True,2,/porya-p29195,29195
EF-4410329200,ABS SENSÖR DİK 250 CM AXOR,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,3,600.0,792.0,0.0,AXOR,True,1,/abs-sensor-dik-250-cm-axor-p29015,29015
EF-4410329050,ABS SENSÖR DÜZ 40 CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,114,400.0,528.0,0.0,,True,1,/abs-sensor-duz-40-cm-p29014,29014
EF-4410328080,ABS SENSÖR L 40 CM,abs-sensoru-modulu-kablo,ABS Sensörü/Modülü/Kablo,290,400.0,528.0,0.0,,True,1,/abs-sensor-l-40-cm-p29012,29012
CHS5005,B.V YENİ SET KOMPLE SAĞ,kaliper-tamir-takimi,Kaliper Tamir Takımı,17,8470.0,11180.4,0.0,,True,1,/b-v-yeni-set-komple-sag-p28177,28177
CH5033,KALİPER MEKANİZMA SETİ Y.M.,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,81,6250.0,8250.0,50.0,,True,1,/kaliper-mekanizma-seti-y-m-p28150,28150
CH4035,MODULX GEN-2 MEKANİZMA KOMPLE SET,kaliper-tamir-takimi-modulx,Kaliper Tamir Takımı (Modulx),25,10409.0,13739.88,0.0,,True,1,/modulx-gen-2-mekanizma-komple-set-p28060,28060
CHS3014,MB ARCS SET (SOL),kaliper-tamir-takimi,Kaliper Tamir Takımı,9,10431.0,13768.92,0.0,,True,1,/mb-arcs-set-sol-p28013,28013
CHS3013,MB ARCS SET (SAĞ),kaliper-tamir-takimi,Kaliper Tamir Takımı,9,10431.0,13768.92,0.0,,True,1,/mb-arcs-set-sag-p28012,28012
CH3284,ARCS KALİPER TAŞIYICI ÖN SOL,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,2,6050.0,7986.0,0.0,A0004216506 - 6409157424,True,1,/arcs-kaliper-tasiyici-on-sol-p27997,27997
CH3283,ARCS KALİPER TAŞIYICI ÖN SAĞ,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1,6050.0,7986.0,0.0,A0004216406 - 6409157434,True,1,/arcs-kaliper-tasiyici-on-sag-p27996,27996
CH3193,PAN17-19 KALİPER ÜST KAPAĞI,kaliper-kapak-conta,Kaliper Kapak/Conta,2,3509.0,4631.88,0.0,,True,1,/pan17-19-kaliper-ust-kapagi-p27944,27944
CH3173,PAN19-1/22-1 AYAR TAŞIYICI MEKANİZMALI SET,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,12,2360.0,3115.2,0.0,,True,1,/pan19-1-22-1-ayar-tasiyici-mekanizmali-set-p27925,27925
CH2210,ELSA195-225 PERNO TM TK (TEK ÇİZGİLİ),kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,6,2505.0,3306.6,0.0,CMSK.7.1,True,1,/elsa195-225-perno-tm-tk-tek-cizgili-p27647,27647
CH2188,ELSA195-225 AYAR DİŞLİSİ,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,2,509.0,671.88,0.0,,True,1,/elsa195-225-ayar-dislisi-p27625,27625
CH2068,ELSA 225 AYAR DİŞLİSİ,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,2,763.0,1007.16,0.0,,True,1,/elsa-225-ayar-dislisi-p27509,27509
CH2045,ELSA2-195-225 PERNO TK TAM TEK KANALLI,kaliper-tamir-takimi-elsa,Kaliper Tamir Takımı (Elsa),3,2662.0,3513.84,0.0,MCK1298 - 85109890 - 9500931 - 5001 866 989,True,1,/elsa2-195-225-perno-tk-tam-tek-kanalli-p27488,27488
CH2039,KALİPER MASURA BİLYA YATAĞI TAKIMI (114 MM),kaliper-tamir-takimi,Kaliper Tamir Takımı,13,2578.0,3402.96,0.0,,True,1,/kaliper-masura-bilya-yatagi-takimi-114-mm-p27482,27482
CH1178,Rulman Yatagı Açı 0-113 mm,kaliper-tamir-takimi,Kaliper Tamir Takımı,6,968.0,1277.76,0.0,Z002881,True,1,/rulman-yatagi-aci-0-113-mm-p27365,27365
CH1101,SL7/SM7 AYAR MEKANİZMASI Y.M. UZUN,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,32,2770.0,3656.4,0.0,,True,1,/sl7-sm7-ayar-mekanizmasi-y-m-uzun-p27325,27325
CH1089,SENSÖRSÜZ SAC KAPAK,sensor,Sensör,2,642.0,847.44,0.0,,True,1,/sensorsuz-sac-kapak-p27317,27317
CH1078,SB5 3 KABLOLU SENSÖRLÜ KAPAK MB,kaliper-kapak-conta,Kaliper Kapak/Conta,10,1186.0,1565.52,0.0,,True,1,/sb5-3-kablolu-sensorlu-kapak-mb-p27306,27306
CH1071,SB6-7 SN6/SN7/SK7/NA7/ST7 3 KALOLU SCN TİP SENSÖRLÜ KAPAK MB,kaliper-kapak-conta,Kaliper Kapak/Conta,2,1114.0,1470.48,0.0,,True,1,/sb6-7-sn6-sn7-sk7-na7-st7-3-kalolu-scn-tip-sensorlu-kapak-mb-p27299,27299
CH1044,SN6/SN7/SK7/NA7/ST7 RULMAN YATAĞI AÇI 0-113 mm,kaliper-tamir-takimi,Kaliper Tamir Takımı,6,884.0,1166.88,0.0,Z002881,True,1,/sn6-sn7-sk7-na7-st7-rulman-yatagi-aci-0-113-mm-p27272,27272
CH1039,Perno Tamir Takımı,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,44,1319.0,1741.08,0.0,K000472 - K017707 - 000 420 3482 - 81.50822.6019 - 1723416 - 42541412 - 09.801.06.33.0 - 3 434 3812 00,True,1,/perno-tamir-takimi-p27267,27267
CH1030,Yaylı Sabit Ayar Mekanizması,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,61,158.0,208.56,0.0,CKSK.10.1,True,1,/yayli-sabit-ayar-mekanizmasi-p27258,27258
CH1029,Ayar Mekanizması,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,143,787.0,1038.84,0.0,CKSK.10.30,True,1,/ayar-mekanizmasi-p27257,27257
CH1025,SB6/SB7 PERNO TAMİR TAKIMI,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,3,1368.0,1805.76,0.0,K000132 - 000 420 1082 - 000 420 2182 - 1390426 - 1798063 - 2121644,True,1,/sb6-sb7-perno-tamir-takimi-p27253,27253
CH1019,SB6-7 SN6/SN7/SK7/NA7/ST7 SENSÖRSÜZ KAPAK,kaliper-kapak-conta,Kaliper Kapak/Conta,6,484.0,638.88,0.0,CKSK.16.1,True,1,/sb6-7-sn6-sn7-sk7-na7-st7-sensorsuz-kapak-p27247,27247
CH1012,SB5 AYAR DİŞLİSİ ALTI KÖŞE,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1,194.0,256.08,0.0,,True,1,/sb5-ayar-dislisi-alti-kose-p27240,27240
421889.S,FORD CARGO ÖN SÜSPANSİYON KÖRÜĞÜ PİSTONSUZ,suspansiyon-korugu,Süspansiyon Körüğü,27,1565.0,2065.8,0.0,9C465580BAS,True,1,/ford-cargo-on-suspansiyon-korugu-pistonsuz-p27179,27179
421889.C,FORD CARGO ÖN SÜSPANSYON KÖRÜK KOMPLE,suspansiyon-korugu,Süspansiyon Körüğü,5,2465.0,3253.8,4.0,"9C465580BAN , t179769",False,0,/ford-cargo-on-suspansyon-koruk-komple-p27178,27178
ARF 36 LIK SFK,ARFESAN 36 LIK DİNGİL KALDIRMA KÖRÜĞÜ,suspansiyon-korugu,Süspansiyon Körüğü,70,2850.0,3762.0,0.0,01.14.00.113,True,1,/arfesan-36-lik-dingil-kaldirma-korugu-p27170,27170
ARF 24 SFK,ARFESAN 24 LUK FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,144,990.0,1306.8,0.0,01.62.00.250 - 01.62.00.267,True,1,/arfesan-24-luk-fren-korugu-p27169,27169
EYD 80 34,24V 15'Lİ EBS KABLOSU,ebs-modulator,EBS Modülatör,3,60.0,79.2,0.0,,True,1,/24v-15-li-ebs-kablosu-p26189,26189
EYD 80 33,24V ELEKTRİK KABLOSU (DİŞİ),elektrik-kablosu,Elektrik Kablosu,5,21.5,28.38,2.0,,False,0,/24v-elektrik-kablosu-disi-p26188,26188
EYD 80 32,24V ELEKTRİK KABLOSU (ERKEK),elektrik-kablosu,Elektrik Kablosu,3,21.5,28.38,2.0,,False,0,/24v-elektrik-kablosu-erkek-p26187,26187
EYD 700 43,SEMİ VE NURMEK DİNGİL PORYA KAPAĞI İÇTEN YİVLİ,porya,Porya,21,440.0,580.8,0.0,,True,3,/semi-ve-nurmek-dingil-porya-kapagi-icten-yivli-p26166,26166
EYD 700 31-1,AXL PORYA KAPAĞI 12 TON (SAÇ) 138*2,porya,Porya,10,440.0,580.8,0.0,,True,3,/axl-porya-kapagi-12-ton-sac-138-2-p26156,26156
EYD 700 26,VOLVO RENAULT PORYA KAPAĞI,porya,Porya,4,440.0,580.8,0.0,,True,4,/volvo-renault-porya-kapagi-p26153,26153
EYD 70 13,ALMAN DİNGİL BP DORS KÜÇÜK YAY,dingil,Dingil,120,45.0,59.4,0.0,,True,4,/alman-dingil-bp-dors-kucuk-yay-p26126,26126
EF-4410328090,SENSÖR L 100 CM KAMPANA,fren-kampanasi,Fren Kampanası,88,425.0,561.0,0.0,ATF 5030,True,1,/sensor-l-100-cm-kampana-p24773,24773
CDF-88181,145*175/205*9/14 NBR ABSLİ ARKA PORYA ATEGO,porya,Porya,10,13.63,17.99,0.0,,True,1,/145-175-205-9-14-nbr-absli-arka-porya-atego-p24700,24700
424159.CP,KOMPLE KÖRÜK PLSTİK PİSTON,suspansiyon-korugu,Süspansiyon Körüğü,11,2530.0,3339.6,0.0,"UJA0894001 , MLF7035",False,0,/komple-koruk-plstik-piston-p23293,23293
303.08.0001.02,Ebs Dorse Kontrol Ventili Tamir Takimi,ebs-modulator,EBS Modülatör,1,22.2,29.3,0.0,,False,0,/ebs-dorse-kontrol-ventili-tamir-takimi-p23064,23064
ARF 16 SFK,ARFESAN 16 LIK SFK DİSK FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,239,1250.0,1650.0,2.0,01.116.00.82,True,1,/arfesan-16-lik-sfk-disk-fren-korugu-p19730,19730
ARF 16/24 D/D,ARFESAN 16/24 D/D DİSK TİPİ DORSE İMDATLI KÖRÜK,fren-korugu,Fren Körüğü,194,2250.0,2970.0,0.0,03.130.00.188,True,1,/arfesan-16-24-d-d-disk-tipi-dorse-imdatli-koruk-p19729,19729
FX-2030,ELSA-2 RADIAL RNLT 420 - MN TGA SET SOL,kaliper-tamir-takimi-elsa,Kaliper Tamir Takımı (Elsa),1,7800.0,10296.0,0.0,,True,1,/elsa-2-radial-rnlt-420-mn-tga-set-sol-p19537,19537
10-1294,FRENCO SB6/SB7 PERNO TAMİR TAKIMI,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,2,1580.0,2085.6,0.0,"K105599K55, 2286677",True,1,/frenco-sb6-sb7-perno-tamir-takimi-p19510,19510
42230/1-290,Disk Balatası (29171-29158),fren-balatasi,Fren Balatası,73,1520.0,2006.4,0.0,29158 - 29171,True,1,/disk-balatasi-29171-29158-p19418,19418
8108,30 LUK SERVİS KAMPANA KÖRÜĞÜ,fren-korugu,Fren Körüğü,772,1050.0,1386.0,0.0,8682644620046,True,1,/30-luk-servis-kampana-korugu-p19398,19398
EYD 100 71-1,BPW ESKOL TM TK YARIM,fren-korugu,Fren Körüğü,296,300.0,396.0,0.0,,False,0,/bpw-eskol-tm-tk-yarim-p19299,19299
ESP.18.23.01,PORYA FLANŞI DİSKLİ SCB9010/9 - SCHMITZ DORSE FLANŞI,porya,Porya,1,4255.0,5616.6,0.0,1004054,True,1,/porya-flansi-diskli-scb9010-9-schmitz-dorse-flansi-p19286,19286
BK 01 1624,TİP 16/24 D/P DİSK İMDAT FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,2,4500.0,5940.0,0.0,8682644620299,True,1,/tip-16-24-d-p-disk-imdat-fren-korugu-p19253,19253
BK 04 0020,TİP 20 DİSK SERVİS FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,2,1250.0,1650.0,0.0,8682644620145 8682644620152,True,1,/tip-20-disk-servis-fren-korugu-p19244,19244
ESP.26.27,PORYA SERİN DORSE PLOT KAMPANALI KISA (804708) SERİN KODU,porya,Porya,1,6095.0,8045.4,0.0,,False,0,/porya-serin-dorse-plot-kampanali-kisa-804708-serin-kodu-p19177,19177
KIZAK 30535,FORD KARGO KIZAĞI,kizak,Kızak,2,3000.0,3960.0,0.0,,True,1,/ford-kargo-kizagi-p19169,19169
ESP.16.12.17,PORYA HS.. ECOPLUS - HZ.. ECOPLUS 12 TON PORYA (YENİ ÜRÜN),porya,Porya,2,4370.0,5768.4,0.0,0327243420,True,1,/porya-hs-ecoplus-hz-ecoplus-12-ton-porya-yeni-urun-p19140,19140
426290.S1,KÖRÜK,suspansiyon-korugu,Süspansiyon Körüğü,4,1520.0,2006.4,0.0,,False,0,/koruk-p19126,19126
CDF-88170,SCANIA TEKER KEÇESİ YENİ MODEL ARKA İÇ 142/170/15-16,kece,Keçe,6,14.92,19.69,0.0,1740992,True,1,/scania-teker-kecesi-yeni-model-arka-ic-142-170-15-16-p19105,19105
KIZAK 30505,KIZAK VOLVO,kizak,Kızak,2,3000.0,3960.0,0.0,"68322778 , 3092253",True,1,/kizak-volvo-p19085,19085
KIZAK 30502,KIZAK RENAULT 420,kizak,Kızak,1,3000.0,3960.0,0.0,"68323675 , 68323673",True,1,/kizak-renault-420-p19083,19083
ARF 30 SFK,ARFESAN 30 LUK FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,198,1250.0,1650.0,0.0,01.63.00.125,True,1,/arfesan-30-luk-fren-korugu-p18987,18987
ARF 24/30 D/D,ARFESAN 24X30 D/D İMDATLI FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,287,2250.0,2970.0,0.0,03.19.00.160,True,1,/arfesan-24x30-d-d-imdatli-fren-korugu-p18986,18986
ARF 30/30 D/D,ARFESAN 30X30 D/D İMDATLI FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,201,2250.0,2970.0,0.0,03.24.00.89,True,1,/arfesan-30x30-d-d-imdatli-fren-korugu-p18985,18985
427141,Kaliper Plastik Tapa Takımı,kaliper,Kaliper,29,175.0,231.0,0.0,,True,3,/kaliper-plastik-tapa-takimi-p17444,17444
FX-3040,PAN-19-1 22-1 SF AXLE SET SOL,kaliper-tamir-takimi-pan,Kaliper Tamir Takımı (PAN),1,4450.0,5874.0,0.0,,True,1,/pan-19-1-22-1-sf-axle-set-sol-p17301,17301
ESP.13.09,RENAULT KERAX 6x4 (ŞANTİYE) CERLİ KAMPANALI ÇEKİCİ PORYA,porya,Porya,2,5750.0,7590.0,0.0,"7420517167, 5001861915, 1026661",True,1,/renault-kerax-6x4-santiye-cerli-kampanali-cekici-porya-p17284,17284
KIZAK 10511,KALİPER SEMERİ,kizak,Kızak,1,3000.0,3960.0,0.0,"K004679 , 0130388550",True,1,/kaliper-semeri-p17228,17228
KIZAK 30512,KALİPER SEMERİ VOLVO FH 12,kizak,Kızak,2,3000.0,3960.0,0.0,MCK1319,True,1,/kaliper-semeri-volvo-fh-12-p17226,17226
KIZAK 10509,KALİPER KIZAK SCANIA,kizak,Kızak,4,3000.0,3960.0,0.0,"K010765 , 1756388",True,1,/kaliper-kizak-scania-p17211,17211
KIZAK 30500,KALİPER KIZAK VOLVO DUCO 22/5,kizak,Kızak,2,3000.0,3960.0,0.0,68323539,True,1,/kaliper-kizak-volvo-duco-22-5-p17209,17209
BK 05 0024,TİP 24 DİSK SERVİS FREN KÖRÜĞÜ SOL,fren-korugu,Fren Körüğü,3,1250.0,1650.0,0.0,,True,1,/tip-24-disk-servis-fren-korugu-sol-p17182,17182
426147,Kaliper Tamir Takımı Komple (Pimli),kaliper,Kaliper,5,2850.0,3762.0,0.0,,True,1,/kaliper-tamir-takimi-komple-pimli-p17170,17170
KIZAK 10517,KNOR SİMITS DORSE TAŞIYICI KIZAK,kizak,Kızak,1,3000.0,3960.0,0.0,"K007475 ,",True,1,/knor-simits-dorse-tasiyici-kizak-p17149,17149
KIZAK 10512,KNOR TGA MAN TAŞIYICI KIZAK (ÖN-ARKA AYNI),kizak,Kızak,10,3000.0,3960.0,0.0,K001278,True,1,/knor-tga-man-tasiyici-kizak-on-arka-ayni-p17148,17148
KIZAK 10504,AXOR MERSEDES YENİ MODEL ARKA TAŞIYICI KIZAK 29244 BALATA,kizak,Kızak,18,3000.0,3960.0,0.0,"0004231006 , K052379K50",True,1,/axor-mersedes-yeni-model-arka-tasiyici-kizak-29244-balata-p17147,17147
KIZAK 10518,KNORR DORSE BPW KIZAK 3 DELİK 29167 BALATA,kizak,Kızak,3,3000.0,3960.0,0.0,"K004680, 2379696",True,1,/knorr-dorse-bpw-kizak-3-delik-29167-balata-p17143,17143
KIZAK 10510,SAF DORSE KNORR 2 DELİK KIZAK 29171 BALATA,kizak,Kızak,5,3000.0,3960.0,0.0,K015308,True,1,/saf-dorse-knorr-2-delik-kizak-29171-balata-p17134,17134
KIZAK 40501,SAF DORSE YENİ MODEL KIZAK,kizak,Kızak,21,3000.0,3960.0,0.0,"94618 , 94619",True,1,/saf-dorse-yeni-model-kizak-p17133,17133
30-3610,FRENCOO PAN19-2 PİSTON VE PERNO TM TK TAM,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,5,1696.0,2238.72,0.0,"12 999 746, 5001.858.722",True,1,/frencoo-pan19-2-piston-ve-perno-tm-tk-tam-p17087,17087
PWR-5042,DİSK BALATASI 29403,fren-balatasi,Fren Balatası,101,2681.3725,3539.41,0.0,29403,True,1,/disk-balatasi-29403-p17031,17031
BK 01 0024,TİP 24 SERVİS FREN KÖRÜĞÜ KELEPÇELİ,fren-korugu,Fren Körüğü,6,1250.0,1650.0,0.0,,True,1,/tip-24-servis-fren-korugu-kelepceli-p17000,17000
CDF-88149,"125*152,4*15 NBR ARKA TEKER PORYA KEÇESİ",porya,Porya,90,3.74,4.94,0.0,,True,1,/125-152-4-15-nbr-arka-teker-porya-kecesi-p16995,16995
426144-1,KALİPER TAMİR TAKIMI KAŞIKLI SET (TABLALI),kaliper,Kaliper,104,3320.0,4382.4,3.0,,True,3,/kaliper-tamir-takimi-kasikli-set-tablali-p16252,16252
FX-5010,B.V SET KOMPLE,kaliper-tamir-takimi,Kaliper Tamir Takımı,1,6449.0,8512.68,0.0,,True,1,/b-v-set-komple-p16250,16250
EF-0278324000,EBS UZATMA SENSÖRÜ KNORR 4 MT,ebs-modulator,EBS Modülatör,105,550.0,726.0,0.0,,True,1,/ebs-uzatma-sensoru-knorr-4-mt-p16216,16216
424930.S,SCANIA Y.M.ÇEKER ÖN SÜSPANSİYON KÖRÜK LASTİK,suspansiyon-korugu,Süspansiyon Körüğü,33,1600.0,2112.0,0.0,,False,0,/scania-y-m-ceker-on-suspansiyon-koruk-lastik-p16112,16112
424933.S,SCANIA Y.M. ÇEKECİ SÜSPANSİYON KÖRÜK LASTİK,suspansiyon-korugu,Süspansiyon Körüğü,48,1760.0,2323.2,0.0,,False,0,/scania-y-m-cekeci-suspansiyon-koruk-lastik-p16111,16111
424933.C,SCANIA Y.M (ÇEKER ARKA),suspansiyon-korugu,Süspansiyon Körüğü,16,3190.0,4210.8,2.0,"2617887 , 1434933 , 1434933",False,0,/scania-y-m-ceker-arka-p16078,16078
424930.CP,SCANİA Y.M (ÇEKER ÖN),suspansiyon-korugu,Süspansiyon Körüğü,23,2200.0,2904.0,0.0,"1434930 , 1932592 ,2617884",False,0,/scania-y-m-ceker-on-p16077,16077
30-3790,FRENCOO MAXX22T RULMAN YATAĞI,kaliper-tamir-takimi,Kaliper Tamir Takımı,5,1308.0,1726.56,0.0,,True,1,/frencoo-maxx22t-rulman-yatagi-p15929,15929
FX-3080,FRENCO KALİPER TAMİR TAKIMI,kaliper,Kaliper,1,6850.0,9042.0,0.0,,True,1,/frenco-kaliper-tamir-takimi-p15869,15869
FX-3050,FRENCO MAXX 22 SET MAN TGX TGS TAMİR TAKIMI,kaliper-tamir-takimi-maxx22,Kaliper Tamir Takımı (Maxx22),1,6850.0,9042.0,0.0,,True,1,/frenco-maxx-22-set-man-tgx-tgs-tamir-takimi-p15868,15868
426420.C,Komple Körük Metal Piston,suspansiyon-korugu,Süspansiyon Körüğü,3,2255.0,2976.6,0.0,"1076420 , 20582213 ,21961448",True,1,/komple-koruk-metal-piston-p15710,15710
424882.C,Man Tga,suspansiyon-korugu,Süspansiyon Körüğü,67,2585.0,3412.2,0.0,"0542941010 , 81436016065 , 81436006036",True,1,/man-tga-p15704,15704
424718.C,Volvo FH,suspansiyon-korugu,Süspansiyon Körüğü,36,2255.0,2976.6,0.0,"20554759 , 1075363 , MLF7145",True,1,/volvo-fh-p15693,15693
